CODE_CORRESPONDANCE;Correspondance;Acte Externe;Acte RC;Libellé Acte;DMT;DMT;Domaine Court Séjour;Libellé DCS;Base de Remboursement;Spécialité;Libellé Spécialité;Mode de traitement;Libellé Mode de traitement;Nature d'assurance;Libellé Nature d'assurance;DEBUT_EFFET;FIN_EFFET;DATE_CREATION;DATE_MAJ;CODE_CAT_PROF_SANTE;CAT_PROF_SANTE;CODE_GARANTIE_ELEMENTAIRE;GARANTIE_ELEMENTAIRE;TYPE_SECTEUR_CONVENTIONNE;CATEGORIE_DENT;AUTEUR_CREATION;AUTEUR_MAJ
CORR02;Autres AS et TP;9BLE5;9BLE5;Bonif complexe/très complexe Enf CR - Monture Eq E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-12-05 00:00:00.000;2017-12-05 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9BLE6;9BLE6;Bonif très complexe Enf CR - Monture Eq F;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-12-05 00:00:00.000;2017-12-05 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;9BLE6;9BLE6;Bonif très complexe Enf CR - Monture Eq F;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-12-05 00:00:00.000;2017-12-05 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9BM1;9BM1;Bonification;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2019-07-29 00:00:00.000;2019-07-29 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;9BM1;9BM1;Bonification;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2019-07-29 00:00:00.000;2019-07-29 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR01;NOEMIE AS et TP;9BM1A;9BM1A;Bonification - verres VM1A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM1A;9BM1A;Bonification - verres VM1A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BM1E;9BM1E;Bonification - verres VM1E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM1E;9BM1E;Bonification - verres VM1E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BM2A;9BM2A;Bonification - verres VM2A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM2A;9BM2A;Bonification - verres VM2A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BM2E;9BM2E;Bonification - verres VM2E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM2E;9BM2E;Bonification - verres VM2E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BM3A;9BM3A;Bonification - verres VM3A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM3A;9BM3A;Bonification - verres VM3A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BM3E;9BM3E;Bonification - verres VM3E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM3E;9BM3E;Bonification - verres VM3E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BM4A;9BM4A;Bonification - verres VM4A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM4A;9BM4A;Bonification - verres VM4A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BM4E;9BM4E;Bonification - verres VM4E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM4E;9BM4E;Bonification - verres VM4E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BM5A;9BM5A;Bonification - verres VM5A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM5A;9BM5A;Bonification - verres VM5A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BM5E;9BM5E;Bonification - verres VM5E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM5E;9BM5E;Bonification - verres VM5E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BM6A;9BM6A;Bonification - verres VM6A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM6A;9BM6A;Bonification - verres VM6A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BM6E;9BM6E;Bonification - verres VM6E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM6E;9BM6E;Bonification - verres VM6E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BM7A;9BM7A;Bonification - verres VM7A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM7A;9BM7A;Bonification - verres VM7A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BM7E;9BM7E;Bonification - verres VM7E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BM7E;9BM7E;Bonification - verres VM7E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BT01;9BT01;Bonification - 15% montant RC;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2015-07-03 00:00:00.000;2015-07-03 00:00:00.000;;;;;2;;49AVERNS;49AVERNS
CORR02;Autres AS et TP;9BT01;9BT01;Bonification - 15% montant RC;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;9BT02;9BT02;Bonification - implant entre deux dents saines;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2015-07-03 00:00:00.000;2015-07-03 00:00:00.000;;;;;2;;49AVERNS;49AVERNS
CORR02;Autres AS et TP;9BT02;9BT02;Bonification - implant entre deux dents saines;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;9BT03;9BT03;Bonification - prise en charge intégrale;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2015-07-03 00:00:00.000;2015-07-03 00:00:00.000;;;;;2;;49AVERNS;49AVERNS
CORR02;Autres AS et TP;9BT03;9BT03;Bonification - prise en charge intégrale;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;9BT04;9BT04;Scellement sillon prémolaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2015-07-03 00:00:00.000;2015-07-03 00:00:00.000;;;;;2;;49AVERNS;49AVERNS
CORR02;Autres AS et TP;9BT04;9BT04;Scellement sillon prémolaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;9BT05;9BT05;Bonification - prothèses fixes remboursables;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2015-09-23 00:00:00.000;2015-09-23 00:00:00.000;;;;;2;;49DABUSE;49DABUSE
CORR02;Autres AS et TP;9BT05;9BT05;Bonification - prothèses fixes remboursables;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;9BT06;9BT06;Bonification - orthodontie acceptée;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2015-09-23 00:00:00.000;2015-09-23 00:00:00.000;;;;;2;;49DABUSE;49DABUSE
CORR02;Autres AS et TP;9BT06;9BT06;Bonification - orthodontie acceptée;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;9BU1A;9BU1A;Bonification - verres VU1A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU1A;9BU1A;Bonification - verres VU1A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BU1E;9BU1E;Bonification - verres VU1E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU1E;9BU1E;Bonification - verres VU1E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BU2A;9BU2A;Bonification - verres VU2A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU2A;9BU2A;Bonification - verres VU2A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BU2E;9BU2E;Bonification - verres VU2E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU2E;9BU2E;Bonification - verres VU2E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BU3A;9BU3A;Bonification - verres VU3A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU3A;9BU3A;Bonification - verres VU3A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BU3E;9BU3E;Bonification - verres VU3E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU3E;9BU3E;Bonification - verres VU3E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BU4A;9BU4A;Bonification - verres VU4A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU4A;9BU4A;Bonification - verres VU4A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BU4E;9BU4E;Bonification - verres VU4E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU4E;9BU4E;Bonification - verres VU4E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BU5A;9BU5A;Bonification - verres VU5A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU5A;9BU5A;Bonification - verres VU5A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BU5E;9BU5E;Bonification - verres VU5E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU5E;9BU5E;Bonification - verres VU5E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BU6A;9BU6A;Bonification - verres VU6A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU6A;9BU6A;Bonification - verres VU6A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BU6E;9BU6E;Bonification - verres VU6E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU6E;9BU6E;Bonification - verres VU6E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BU7A;9BU7A;Bonification - verres VU7A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU7A;9BU7A;Bonification - verres VU7A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BU7E;9BU7E;Bonification - verres VU7E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9BU7E;9BU7E;Bonification - verres VU7E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-03-20 00:00:00.000;2023-03-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;9BV1;9BV1;Bonification Kalivia (Forfait 2 Verres)-40¿;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2011-04-01 00:00:00.000;2011-04-01 00:00:00.000;;;;;2;;HCHABIJE;HCHABIJE
CORR02;Autres AS et TP;9BV1;9BV1;Bonification Kalivia (Forfait 2 Verres)-40¿;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;9BVA1;9BVA1;Bonif simple Adulte CR - Eq A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;9BVA1;9BVA1;Bonif simple Adulte CR - Eq A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9BVA2;9BVA2;Bonif simple/complexe Adulte CR - Eq B;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;9BVA2;9BVA2;Bonif simple/complexe Adulte CR - Eq B;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9BVA3;9BVA3;Bonif complexe Adulte CR - Eq C;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;9BVA3;9BVA3;Bonif complexe Adulte CR - Eq C;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9BVA4;9BVA4;Bonif simple/très complexe Adulte CR - Eq D;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;9BVA4;9BVA4;Bonif simple/très complexe Adulte CR - Eq D;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9BVA5;9BVA5;Bonif complexe/très complexe Adulte CR - Eq E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;9BVA5;9BVA5;Bonif complexe/très complexe Adulte CR - Eq E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9BVA6;9BVA6;Bonif très complexe Adulte CR - Eq F;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;9BVA6;9BVA6;Bonif très complexe Adulte CR - Eq F;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9BVE1;9BVE1;Bonif simple Enfant CR - Eq A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;9BVE1;9BVE1;Bonif simple Enfant CR - Eq A;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9BVE2;9BVE2;Bonif simple/complexe Enfant CR - Eq B;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;9BVE2;9BVE2;Bonif simple/complexe Enfant CR - Eq B;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9BVE3;9BVE3;Bonif complexe Enfant CR - Eq C;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;9BVE3;9BVE3;Bonif complexe Enfant CR - Eq C;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9BVE4;9BVE4;Bonif simple/très complexe Enfant CR - Eq D;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;9BVE4;9BVE4;Bonif simple/très complexe Enfant CR - Eq D;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9BVE5;9BVE5;Bonif complexe/très complexe Enfant CR - Eq E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;9BVE5;9BVE5;Bonif complexe/très complexe Enfant CR - Eq E;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9BVE6;9BVE6;Bonif très complexe Enfant CR - Eq F;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;9BVE6;9BVE6;Bonif très complexe Enfant CR - Eq F;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-10 00:00:00.000;2017-11-10 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;9FPH;9FPH;Franchise pharmacie;;;;;;;;;;;;2019-07-01 00:00:00.000;9999-12-31 00:00:00.000;2019-07-12 00:00:00.000;2019-07-12 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;9FPH;9FPH;Franchise pharmacie;;;;;;;;;;;;2019-07-01 00:00:00.000;9999-12-31 00:00:00.000;2019-07-12 00:00:00.000;2019-07-12 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
